committee_name,donor_name,amount,date,candidate_name,race_name
Desert Sunrise Action,Blue Sky Developers,10611.07,2023-02-25,Sophia Harris,Secretary of State
Keep AZ Moving Committee,Red Rock Philanthropy,129681.13,2025-10-27,James Moore,Maricopa County Supervisor District 2
Neighbors for Better Government,Copper Ridge Holdings,69063.33,2020-09-25,Abigail Walker,State Senate District 12
Arizona Families First,Horizon Media Group,38910.85,2023-06-10,James Thompson,Secretary of State
Grand Canyon Progress PAC,Copper Ridge Holdings,73230.28,2022-12-02,Olivia Hall,Governor
Arizona Workers Alliance,Saguaro Capital,41608.22,2022-08-04,Isabella Davis,Pima County Board District 3
Keep AZ Moving Committee,Blue Sky Developers,58612.13,2020-08-01,Sophia Jackson,Secretary of State
Grand Canyon Progress PAC,Canyon Ridge Investments,117926.02,2025-02-21,Ella Jackson,Maricopa County Supervisor District 2
Arizona Families First,Sunrise Ventures LLC,61215.88,2025-11-24,Harper Martinez,Maricopa County Supervisor District 2
Protect Arizona Values PAC,Desert Orchard LLC,96781.31,2023-04-26,Emily Harris,State House District 20
Clean Government Project,Gila River Foundation,62788.76,2025-10-22,Lucas Clark,State House District 20
Desert Sunrise Action,Canyon Ridge Investments,69556.19,2022-08-20,Emily Brown,State Senate District 12
Desert Sunrise Action,Desert Tech Partners,15576.16,2025-10-16,Abigail Lewis,Phoenix City Council District 4
Clean Government Project,Frontier Manufacturing Co.,47817.73,2025-07-22,Harper Garcia,Attorney General
Valley Voters Alliance,Southwest AgriFund,118723.22,2023-02-09,Emma Miller,State Senate District 5
Neighbors for Better Government,Frontier Manufacturing Co.,51692.15,2024-11-29,Abigail Moore,Secretary of State
Vote Integrity Fund,Gila River Foundation,69177.26,2020-09-06,Ava Hall,Phoenix City Council District 4
Keep AZ Moving Committee,Horizon Media Group,124905.51,2024-03-08,Abigail Johnson,State House District 20
Valley Voters Alliance,Desert Tech Partners,72868.86,2021-03-01,Ava Martinez,Governor
Arizona Workers Alliance,Horizon Media Group,70745.74,2023-12-10,Emma Brown,State Senate District 5
Vote Integrity Fund,Valley Healthcare Group,86311.28,2024-01-03,Abigail Davis,US Senate
Desert Shores Coalition,Gila River Foundation,8076.86,2024-02-08,Olivia Anderson,Tucson City Council District 1
Valley Voters Alliance,Frontier Manufacturing Co.,49145.72,2021-03-04,Abigail Davis,Phoenix City Council District 4
Keep AZ Moving Committee,Gila River Foundation,53443.84,2023-08-06,Abigail Robinson,State Senate District 5
Protect Arizona Values PAC,Horizon Media Group,136902.09,2023-01-09,Amelia Taylor,Phoenix City Council District 4
Sunrise Civic Action Fund,Gila River Foundation,111725.52,2021-09-22,Olivia Thompson,State Senate District 5
Citizens for Fair Elections,Valley Healthcare Group,11158.42,2024-09-09,Liam Anderson,US House District 1
Grand Canyon Progress PAC,Horizon Media Group,68777.01,2024-03-20,Amelia Johnson,Pima County Board District 3
Valley Voters Alliance,Valley Healthcare Group,16251.36,2023-02-15,Liam Lee,Tucson City Council District 1
Arizona Future Coalition,Gila River Foundation,61826.78,2022-08-07,Liam Rodriguez,State House District 7
Keep AZ Moving Committee,Valley Healthcare Group,86143.26,2021-10-20,Liam Johnson,State Senate District 12
Arizona Families First,Desert Orchard LLC,108170.68,2022-03-10,Mia Jackson,Pima County Board District 3
Arizona Workers Alliance,Valley Healthcare Group,410.2,2023-11-23,Logan Hall,Governor
Citizens for Fair Elections,Pioneer Energy Group,136582.48,2021-04-09,Evelyn Jackson,Attorney General
Neighbors for Better Government,Desert Orchard LLC,78095.53,2023-01-21,Mia Robinson,State Treasurer
Neighbors for Better Government,Mesa Community Trust,37694.24,2022-12-18,Sophia Jackson,US House District 1
Arizona Families First,Sunrise Ventures LLC,120107.26,2021-11-29,Daniel Smith,Attorney General
Citizens for Fair Elections,Saguaro Capital,60735.71,2020-05-19,Amelia Martin,Pima County Board District 3
Grand Canyon Progress PAC,Copper Ridge Holdings,36931.73,2022-02-02,Ethan Brown,State Treasurer
Arizona Families First,Southwest AgriFund,144495.53,2025-03-24,Emma Walker,State Senate District 12
Valley Voters Alliance,Sunrise Ventures LLC,88638.54,2022-01-02,Amelia Martin,Pima County Board District 3
Bold Arizona Voices,Blue Sky Developers,78570.87,2023-12-19,Ava Thomas,State House District 7
Sunrise Civic Action Fund,Sunrise Ventures LLC,40754.82,2021-12-30,Michael Miller,State Senate District 5
Protect Arizona Values PAC,Copper Ridge Holdings,32744.01,2020-07-04,Liam Taylor,State House District 20
Bold Arizona Voices,Gila River Foundation,21725.32,2025-03-26,Elijah Davis,State House District 20
Grand Canyon Progress PAC,Blue Sky Developers,136902.11,2022-02-27,Jacob Thomas,Attorney General
Desert Sunrise Action,Pioneer Energy Group,81225.38,2024-06-16,Lucas Davis,State House District 20
Citizens for Fair Elections,Sunrise Ventures LLC,147675.71,2025-04-13,Ella Jackson,State House District 20
Neighbors for Better Government,Southwest AgriFund,135857.44,2025-10-14,Charlotte Miller,Maricopa County Supervisor District 2
Citizens for Fair Elections,Sunrise Ventures LLC,5204.63,2023-12-04,Noah Miller,US Senate
Protect Arizona Values PAC,Red Rock Philanthropy,141760.73,2025-12-09,Evelyn Brown,Attorney General
Sunrise Civic Action Fund,Mesa Community Trust,31753.51,2025-07-15,Elijah Brown,Attorney General
Valley Voters Alliance,Copper Ridge Holdings,120332.79,2024-06-16,Lucas Thompson,State Senate District 5
Neighbors for Better Government,Desert Tech Partners,41978.89,2024-06-22,Elijah Anderson,Phoenix City Council District 4
Arizona Future Coalition,Canyon Ridge Investments,126674.65,2021-11-24,Liam Anderson,State House District 7
Desert Shores Coalition,Sunrise Ventures LLC,55122.88,2023-06-27,Daniel Hall,State House District 7
Protect Arizona Values PAC,Gila River Foundation,98888.64,2025-04-04,Mason Miller,Pima County Board District 3
Citizens for Fair Elections,Valley Healthcare Group,57286.13,2024-04-28,Lucas Lee,US Senate
Vote Integrity Fund,Southwest AgriFund,46952.53,2024-04-05,Ella Johnson,Tucson City Council District 1
Arizona Families First,Copper Ridge Holdings,99383.9,2024-02-11,Jacob White,US House District 1
Grand Canyon Progress PAC,Canyon Ridge Investments,6913.7,2022-12-22,Evelyn Hall,US Senate
Sunrise Civic Action Fund,Gila River Foundation,92787.26,2024-08-24,Liam Davis,State House District 20
Keep AZ Moving Committee,Horizon Media Group,1838.91,2023-08-09,Liam Thomas,Attorney General
Desert Shores Coalition,Frontier Manufacturing Co.,142411.9,2022-02-04,Elijah Wilson,Secretary of State
Arizona Workers Alliance,Canyon Ridge Investments,115800.34,2024-06-15,Michael Anderson,State House District 7
Citizens for Fair Elections,Canyon Ridge Investments,130880.6,2020-12-14,Ella Moore,Maricopa County Supervisor District 2
Vote Integrity Fund,Blue Sky Developers,112971.6,2022-08-21,Amelia Thomas,Governor
Protect Arizona Values PAC,Southwest AgriFund,72911.46,2020-10-18,Michael Jackson,US House District 1
Arizona Workers Alliance,Sunrise Ventures LLC,50683.6,2022-01-06,James Thompson,US Senate
Valley Voters Alliance,Blue Sky Developers,68252.25,2020-11-12,Elijah Lee,Tucson City Council District 1
Desert Shores Coalition,Blue Sky Developers,19828.41,2021-08-04,Olivia Brown,State Senate District 5
Bold Arizona Voices,Mesa Community Trust,10835.67,2024-12-19,Benjamin Anderson,US House District 2
Valley Voters Alliance,Frontier Manufacturing Co.,13224.16,2024-07-17,James Jackson,Secretary of State
Valley Voters Alliance,Red Rock Philanthropy,100565.87,2024-01-31,Elijah Davis,State House District 20
Clean Government Project,Saguaro Capital,65540.62,2020-02-27,Harper Wilson,Attorney General
Keep AZ Moving Committee,Blue Sky Developers,149562.81,2023-03-03,Sophia Wilson,Maricopa County Supervisor District 2
Citizens for Fair Elections,Saguaro Capital,70917.67,2022-06-12,Daniel Miller,US House District 2
Desert Shores Coalition,Southwest AgriFund,125022.25,2022-01-17,Emma Moore,Phoenix City Council District 4
Clean Government Project,Pioneer Energy Group,57535.86,2025-10-21,Harper Jackson,State House District 7
Citizens for Fair Elections,Saguaro Capital,55540.72,2023-10-07,James Clark,Governor
Sunrise Civic Action Fund,Copper Ridge Holdings,121782.08,2025-06-07,Liam Davis,Governor
Valley Voters Alliance,Copper Ridge Holdings,61522.54,2020-03-05,Sophia Walker,Pima County Board District 3
Grand Canyon Progress PAC,Gila River Foundation,23519.42,2020-05-26,Ava Rodriguez,Secretary of State
Sunrise Civic Action Fund,Horizon Media Group,39913.46,2021-04-01,Charlotte Martinez,US House District 2
Sunrise Civic Action Fund,Frontier Manufacturing Co.,123646.69,2025-08-05,Lucas Harris,State House District 20
Clean Government Project,Blue Sky Developers,94721.21,2024-07-27,Evelyn Davis,US House District 2
Desert Sunrise Action,Desert Orchard LLC,131136.72,2023-09-04,Jacob Anderson,Maricopa County Supervisor District 2
Grand Canyon Progress PAC,Valley Healthcare Group,131430.42,2022-10-06,Ethan Hall,State House District 20
Desert Sunrise Action,Desert Orchard LLC,109711.64,2025-09-23,Mason Jackson,State Treasurer
Sunrise Civic Action Fund,Valley Healthcare Group,101937.2,2021-12-13,Lucas Smith,State Treasurer
Arizona Workers Alliance,Horizon Media Group,124394.27,2025-08-19,Noah Rodriguez,Maricopa County Supervisor District 2
Arizona Families First,Red Rock Philanthropy,138045.22,2025-08-14,Michael White,Attorney General
Citizens for Fair Elections,Blue Sky Developers,90069.88,2020-09-12,Harper Smith,State Treasurer
Grand Canyon Progress PAC,Copper Ridge Holdings,59256.96,2021-12-25,Sophia Wilson,Pima County Board District 3
Keep AZ Moving Committee,Valley Healthcare Group,49564.12,2021-06-04,Ella Taylor,State Senate District 5
Protect Arizona Values PAC,Gila River Foundation,20628.84,2025-06-24,Jacob Anderson,State Senate District 12
Sunrise Civic Action Fund,Frontier Manufacturing Co.,106703.48,2025-06-06,Emily Walker,US House District 1
Protect Arizona Values PAC,Valley Healthcare Group,120119.37,2023-11-27,Olivia Garcia,Attorney General
Sunrise Civic Action Fund,Valley Healthcare Group,59004.64,2022-02-07,Liam Garcia,State Senate District 12
Arizona Workers Alliance,Southwest AgriFund,38226.96,2021-01-30,Evelyn Harris,US House District 1
Arizona Families First,Desert Orchard LLC,122268.25,2020-10-07,Amelia Thomas,Phoenix City Council District 4
Desert Shores Coalition,Copper Ridge Holdings,116293.43,2023-04-28,Amelia Davis,Maricopa County Supervisor District 2
Clean Government Project,Blue Sky Developers,33904.52,2024-10-07,Mia Garcia,State Treasurer
Desert Shores Coalition,Southwest AgriFund,142568.21,2025-03-16,Ava Hall,Tucson City Council District 1
Valley Voters Alliance,Southwest AgriFund,61064.11,2023-06-02,Abigail Clark,US House District 1
Bold Arizona Voices,Gila River Foundation,76927.43,2022-05-19,Michael Martinez,US Senate
Bold Arizona Voices,Horizon Media Group,68157.8,2022-03-02,Michael Smith,US House District 1
Desert Sunrise Action,Blue Sky Developers,13318.35,2022-12-13,Evelyn Walker,US Senate
Desert Shores Coalition,Mesa Community Trust,116348.13,2022-06-09,Logan Johnson,Attorney General
Desert Shores Coalition,Blue Sky Developers,51197.89,2020-09-16,Michael Thompson,Tucson City Council District 1
Desert Shores Coalition,Gila River Foundation,97408.53,2024-01-17,Daniel White,Attorney General
Valley Voters Alliance,Blue Sky Developers,11515.36,2024-04-01,Ella Clark,Pima County Board District 3
Clean Government Project,Pioneer Energy Group,9450.95,2022-01-22,Charlotte Jackson,Pima County Board District 3
Protect Arizona Values PAC,Desert Tech Partners,85922.09,2023-11-24,Isabella Taylor,State House District 7
Neighbors for Better Government,Sunrise Ventures LLC,67684.27,2020-01-19,Lucas Wilson,Secretary of State
Desert Sunrise Action,Canyon Ridge Investments,146081.81,2023-04-30,Michael Anderson,US House District 2
Vote Integrity Fund,Sunrise Ventures LLC,64616.33,2021-05-05,Ethan Brown,Secretary of State
Keep AZ Moving Committee,Gila River Foundation,106303.31,2023-01-24,Ella Anderson,State House District 20
Protect Arizona Values PAC,Valley Healthcare Group,102039.14,2021-06-21,Emma Davis,US House District 1
Neighbors for Better Government,Sunrise Ventures LLC,126249.94,2022-02-24,Emily Clark,State Treasurer
Arizona Future Coalition,Sunrise Ventures LLC,86556.86,2022-08-10,Daniel Lee,Phoenix City Council District 4
Grand Canyon Progress PAC,Gila River Foundation,49167.8,2020-05-08,Emma Harris,US House District 2
Neighbors for Better Government,Valley Healthcare Group,35652.46,2023-09-01,Logan Robinson,Pima County Board District 3
Citizens for Fair Elections,Saguaro Capital,25451.67,2021-02-18,Sophia Wilson,Tucson City Council District 1
Citizens for Fair Elections,Canyon Ridge Investments,143407.37,2020-12-24,Sophia Hall,State Senate District 12
Sunrise Civic Action Fund,Mesa Community Trust,30463.07,2023-04-22,Ethan Hall,Phoenix City Council District 4
Sunrise Civic Action Fund,Sunrise Ventures LLC,90915.49,2020-09-21,Charlotte Martinez,Tucson City Council District 1
Bold Arizona Voices,Pioneer Energy Group,39363.49,2020-12-14,Sophia Moore,US House District 2
Desert Sunrise Action,Mesa Community Trust,36655.44,2025-09-03,Isabella Miller,Secretary of State
Bold Arizona Voices,Valley Healthcare Group,72843.51,2024-08-07,Lucas Garcia,State Senate District 12
Arizona Future Coalition,Blue Sky Developers,22280.63,2024-06-18,Emily Lee,US House District 1
Bold Arizona Voices,Saguaro Capital,88882.17,2022-11-09,Evelyn Lewis,US House District 1
Valley Voters Alliance,Frontier Manufacturing Co.,26265.2,2025-09-29,Emily Johnson,Maricopa County Supervisor District 2
Bold Arizona Voices,Canyon Ridge Investments,101223.63,2024-09-06,Charlotte Garcia,State Senate District 12
Vote Integrity Fund,Red Rock Philanthropy,99655.6,2025-10-07,Ella Clark,US Senate
Arizona Families First,Pioneer Energy Group,141229.28,2022-03-11,Elijah Moore,Tucson City Council District 1
Arizona Families First,Horizon Media Group,109515.23,2023-10-19,Mia Wilson,State Senate District 5
Arizona Families First,Desert Tech Partners,16869.11,2022-07-02,Harper White,US House District 2
Desert Shores Coalition,Gila River Foundation,12489.77,2021-02-15,Lucas Jackson,Tucson City Council District 1
Desert Shores Coalition,Southwest AgriFund,36340.88,2025-01-28,Mia Anderson,Governor
Neighbors for Better Government,Copper Ridge Holdings,119044.39,2022-08-28,Ella Lee,State House District 20
Desert Shores Coalition,Gila River Foundation,105194.06,2025-06-04,Olivia Martin,US Senate
Citizens for Fair Elections,Pioneer Energy Group,144498.25,2020-11-15,Ella Moore,Pima County Board District 3
Protect Arizona Values PAC,Sunrise Ventures LLC,45560.92,2020-01-02,Harper Rodriguez,State House District 20
Neighbors for Better Government,Red Rock Philanthropy,21278.91,2024-10-11,Jacob Harris,State House District 7
Keep AZ Moving Committee,Valley Healthcare Group,13588.66,2024-10-27,Liam Anderson,Secretary of State
Protect Arizona Values PAC,Blue Sky Developers,113447.85,2021-03-09,Noah Rodriguez,US House District 2
Neighbors for Better Government,Pioneer Energy Group,138860.22,2025-01-26,Charlotte Robinson,Attorney General
Valley Voters Alliance,Desert Orchard LLC,103614.79,2025-07-05,Benjamin Jackson,Tucson City Council District 1
Grand Canyon Progress PAC,Copper Ridge Holdings,91228.04,2021-08-12,Ella Garcia,Attorney General
Neighbors for Better Government,Mesa Community Trust,68094.4,2023-10-03,Mason Garcia,State Senate District 12
Valley Voters Alliance,Frontier Manufacturing Co.,125729.66,2024-11-14,Isabella Jackson,Governor
Arizona Families First,Canyon Ridge Investments,126890.17,2023-01-18,Mason Robinson,Tucson City Council District 1
Citizens for Fair Elections,Desert Tech Partners,126848.18,2025-05-06,Charlotte Brown,Pima County Board District 3
Valley Voters Alliance,Canyon Ridge Investments,122824.05,2020-08-23,Charlotte White,State Senate District 12
Vote Integrity Fund,Canyon Ridge Investments,53528.69,2020-09-10,Isabella Brown,US Senate
Vote Integrity Fund,Mesa Community Trust,101664.22,2020-08-18,Sophia White,State House District 7
Sunrise Civic Action Fund,Saguaro Capital,24279.44,2025-11-11,Abigail Thomas,State Senate District 12
Protect Arizona Values PAC,Desert Tech Partners,92756.88,2024-10-17,Sophia Brown,US Senate
Keep AZ Moving Committee,Saguaro Capital,140038.14,2024-02-03,Lucas Miller,US House District 2
Vote Integrity Fund,Blue Sky Developers,132335.78,2025-03-24,Jacob Harris,US Senate
